,0
8949,6-O-trans-methoxy-mycolyl-trehalose 6-phosphate
8950,trehalose-trans-methoxy-mono-mycolate
8951,6-O-cis-methoxy-mycolyl-trehalose 6-phosphate
8952,trehalose-cis-methoxy-mono-mycolate
8953,6-O-alpha-mycolyl-trehalose 6-phosphate
8954,2-carboxycerotoyl-CoA
8955,"trans-delta2-cis,cis-delta21,39-C58:3-[acp]"
8956,"cis,cis-delta21,39-3-hydroxyC58:2-[acp]"
8957,"trans-delta2-cis,cis-delta19,37-C56:3-[acp]"
8958,"cis,cis-delta19,37-3-hydroxy-C56:2-[acp]"
8959,"cis,cis-delta19,37-3-oxo-C56:2-[acp]"
8960,"trans-delta2-cis,cis-delta9,27-C46:3-[acp]"
8961,"cis,cis-delta9,27-3-hydroxyC46:2-[acp]"
8962,"trans-delta2-cis,cis-delta7,25-C44:3-[acp]"
8963,"cis,cis-delta7,25-3-hydroxyC44:2-[acp]"
8964,"trans-delta2-cis,cis-delta5,23-C42:3-[acp]"
8965,"cis,cis-delta5,23-3-hydroxyC42:2-[acp]"
8966,"trans-delta2-cis,cis-delta19,31-C50:3-[acp]"
8967,"cis,cis-delta19,31-3-hydroxyC50:2-[acp]"
8968,"cis,cis-delta17,29-3-hydroxyC48:2-[acp]"
8969,"trans-delta2-cis,cis-delta17,29-C48:3-[acp]"
8970,"cis,cis-delta15,27-3-hydroxyC46:2-[acp]"
8971,"trans-delta2-cis,cis-delta15,27-C46:3-[acp]"
8972,"cis,cis-delta13,25-3-hydroxyC44:2-[acp]"
8973,"trans-delta2-cis,cis-delta13,25-C44:3-[acp]"
8974,"cis,cis-delta11,23-3-hydroxyC42:2-[acp]"
8975,"trans-delta2-cis,cis-delta11,23-C42:3-[acp]"
8976,"cis,cis-delta9,21-3-hydroxyC40:2-[acp]"
8977,"trans-delta2-cis,cis-9,21-C40:3-[acp]"
8978,"cis,cis-delta7,19-3-hydroxyC38:2-[acp]"
8979,trans-delta2-cis-cis-delta7-19-C38:3-[acp]
8980,"trans-delta2-cis,cis-5,17-C36:3-[acp]"
8981,"cis,cis-delta5,17-3-hydroxyC36:2[acp]"
8982,trans-delta2-cis-delta21-C40:2-[acp]
8983,cis-delta21-3-hydroxyC40:1-[acp]
8984,trans-delta2-cis-delta19-C38:2-[acp]
8985,cis-delta19-3-hydroxyC38:1-[acp]
8986,trans-delta2-cis-delta17-C36:2-[acp]
8987,cis-delta17-3-hydroxyC36:1-[acp]
8988,cis-delta15-3-hydroxyC34:1-[acp]
8989,trans-delta2-cis-delta15-C34:2-[acp]
8990,trans-delta2-cis-delta13-C32:2-[acp]
8991,cis-delta13-3-hydroxyC32:1-[acp]
8992,cis-delta11-3-hydroxyC30:1-[acp]
8993,trans-delta2-cis-delta11-C30:2-[acp]
8994,trans-delta2-cis-delta9-C28:2-[acp]
8995,cis-delta9-3-hydroxyC28:1-[acp]
8996,"(2E,7Z)-hexacosa-2,7-dienoyl-[acp]"
8997,"(3R,7Z)-3-hydroxyhexacos-7-enoyl-[acp]"
8998,(3Z)-docos-3-enoyl-[acp]
8999,(5Z)-3-oxotetracos-5-enoyl-[acp]
9000,(2E)-tetracos-2-enoyl-[acp domain within a fatty acid synthase]
9001,(3R)-3-hydroxytetracosanoyl-[acp domain within a fatty acid synthase]
9002,arachidoyl-[acp]
9003,3-oxodocosanoyl-[acp]
9004,(3R)-3-hydroxyicosanoyl-[acp]
9005,(2E)-icos-2-enoyl-[acp]
9006,3-oxoicosanoyl-[acp]
9007,GDP-D-glycero-alpha-D-manno-heptose
9008,D-glycero-alpha-D-manno-heptose 1-phosphate
9009,"D-glycero-alpha-D-manno-heptose 1,7-bisphosphate"
9010,very-long-chain (3R)-3-hydroxyacyl-CoA
9011,very-long-chain (2E)-2-enoyl-CoA
9012,"very-long-chain 2,3,4-saturated fatty acyl CoA"
9013,very-long-chain oxoacyl-CoA
9014,prenyl phosphate
9015,prenylated FMNH2
9016,prenol
9017,[LuxE]-S-(long-chain fatty acyl)-L-cysteine
9018,[LuxE]-L-cysteine
9019,GDP-3-dehydro-6-deoxy-alpha-D-mannose
9020,UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetyl-alpha-D-glucosamine
9021,UDP-3-O-[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine
9022,"UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosamine"
9023,lipid X 
9024,lipid A disaccharide 
9025,lipid A disaccharide
9026,"UDP-2-N,3-O-bis[(3R)-3-hydroxyacyl]-alpha-D-glucosamine"
9027,lipid X
9028,UDP-3-O-[(3R)-3-hydroxyacyl]-alpha-D-glucosamine
9029,UDP-3-O-[(3R)-3-hydroxyacyl]-N-acetyl-alpha-D-glucosamine
9030,coelenterazine dioxetanone
9031,excited coelenteramide monoanion
9032,Ca2+-loaded apo-[coelenterazine-binding protein]
9033,coelenterazine-[coelenterazine-binding protein]
9034,apo-[coelenterazine-binding protein]
9035,coelenterazine h
9036,luciferyl sulfate
9037,UDP-3-O-[(3R)-3-hydroxy-hexadecanoyl]-alpha-D-glucosamine
9038,UDP-3-O-[(3R)-3-hydroxyhexanoyl]-N-acetyl-alpha-D-glucosamine
9039,UDP-2-N-[(3R)-3-hydroxy-16-methylhexadecanoyl]-3-O-[(3R)-3-hydroxyhexadecanoyl]-alpha-D-glucosamine
9040,(3R)-3-hydroxy-15-methylhexanoyl-[acp]
9041,UDP-3-O-[(3R)-3-hydroxy-13-methyltetradecanoyl]-N-acetyl-alpha-D-glucosamine
9042,UDP-3-O-[(3R)-3-hydroxy-13-methyltetradecanoyl]-alpha-D-glucosamine
9043,UDP-2-N-[(3R)-3-hydroxy-15-methylhexadecanoyl]-3-O-[(3R)-3-hydroxy-13-methyltetradecanoyl]-alpha-D-glucosamine
9044,cytidylyl molybdenum cofactor (dioxo)
9045,MoO2-molybdopterin cofactor
9046,UDP-2-N-[(3R)-3-hydroxyoctadecanoyl]-3-O-[(3R)-3-hydroxyhexadecanoyl]-alpha-D-glucosamine
9047,NifDK protein containing an M-cluster
9048,NifDK protein complex
9049,NifEN protein complex containing an M-cluster
9050,NifEN protein complex
9051,apo NifQ protein
9052,NifEN protein complex containing an L-cluster
9053,NifQ protein with a [Mo-Fe-S] cluster
9054,[4Fe-4S] iron-sulfur cluster
9055,NifB protein with a K-cluster
9056,NifB protein
9057,NifB protein with an L-cluster
9058,ground state fungal oxyluciferin
9059,excited state fungal oxyluciferin
9060,"4-[(E)-2-(3,4-dihydroxyphenyl)ethenyl]-1,7-dihydroxy-2,3,5-trioxabicyclo[2.2.2]oct-7-en-6-one"
9061,3-hydroxyhispidin
9062,hispidin
9063,UDP-3-O-[(3R)-3-hydroxydecanoyl]-N-acetyl-alpha-D-glucosamine
9064,UDP-3-O-[(3R)-3-hydroxydecanoyl]-alpha-D-glucosamine
9065,UDP-2-N-[(3R)-3-hydroxydodecanoyl]-3-O-[(3R)-3-hydroxydecanoyl]-alpha-D-glucosamine
9066,MCD cofactor chaperone
9067,cytidylyl molybdenum cofactor (trioxo)
9068,[cytidylyl molybdenum cofactor chaperone]-cytidylyl molybdenum cofactor
9069,[cytidylyl molybdenum cofactor chaperone]-cytidylyl molybdenum cofactor (sulfo-dioxo)
9070,dephospho-lipid IVA 
9071,UDP-2-N-[(3R)-3-hydroxydodecanoyl]-3-N-[(3R)-3-hydroxyhexanoyl]-alpha-3-amino-3-deoxy-D-glucosamine
9072,UDP-3-N-[(3R)-3-hydroxyhexanoyl]-alpha-3-amino-3-deoxy-D-glucosamine
9073,"UDP-2-acetamido-2,3-dideoxy-3-{[(3R)-3-hydroxyhexadecanoyl]amino}-alpha-D-glucopyranose"
9074,molybdate
9075,molybdopterin adenine dinucleotide
9076,excited state firefly oxyluciferin
9077,ground state firefly oxyluciferin
9078,firefly oxyluciferin-dioxetanone
9079,(D-firefly luciferyl)adenylate
9080,"1,4-benzoquinone"
9081,D-firefly luciferyl-CoA
9082,L-firefly luciferyl-CoA
9083,D-firefly luciferin
9084,arbutin
9085,2-cyano-6-hydroxybenzothiazole
9086,thioglycolate
9087,(L-firefly luciferyl)adenylate
9088,L-firefly luciferin
9089,"2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate"
9090,guanylyl molybdenum cofactor
9091,bis(molybdenum cofactor)
9092,bis(guanylyl molybdopterin) cofactor
9093,excited-state coelenteramide disulfonate anion
9094,ground-state coelenteramide disulfonate
9095,coelenterazine disulfonate dioxetanone
9096,adenylylcoelenterazine disulfonate
9097,coelenterazine disulfonate
9098,[bis(guanylyl molybdopterin) cofactor chaperone]-L-cysteine
9099,[bis(guanylyl molybdopterin) cofactor chaperone]-S-sulfanyl-L-cysteine
9100,[bis-MGD cofactor chaperone]-bis-MGD
9101,bis-MGD cofactor chaperone
9102,sulfo-bis(guanylyl molybdopterin) cofactor
9103,"4alpha-carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol"
9104,14-demethyllanosterol
9105,lanosterol
9106,"4,4-dimethyl-5-alpha-cholesta-8,14,24-trien-3-beta-ol"
9107,4alpha-methyl-zymosterol
9108,3-dehydro-4-methylzymosterol
9109,zymosterone
9110,"4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol"
9111,bis(guanylyl tungstenpterin) cofactor
9112,bis(tungstenpterin) cofactor
9113,dinoflagellate luciferin
9114,dinoflagellate oxyluciferin
9115,4beta-carboxy-4alpha-methyl-5alpha-cholesta-8-en-3beta-ol
9116,"4,4-dimethyl-5alpha-cholesta-8-en-3beta-ol"
9117,"4beta-carboxy-4alpha-methyl-5alpha-cholesta-8,24-dien-3beta-ol"
9118,4alpha-methyl-5alpha-cholesta-8-en-3-one
9119,4alpha-methyl-5alpha-cholesta-8-en-3-ol
9120,4-methylcholesta-8(14)-en-3-ol
9121,MoO3-molybdopterin cofactor
9122,Mo(O)2(S)-molybdopterin cofactor
9123,"4alpha-methyl-5alpha-cholesta-7,24-dien-3beta-ol"
9124,"4alpha-carboxy-5alpha-cholesta-7,24-dien-3beta-ol"
9125,"4alpha-methyl-5alpha-cholesta-8,14,24-trien-3beta-ol"
9126,"4alpha,14alpha-dimethyl-5alpha-cholesta-8,24-dien-3beta-ol"
9127,"(3beta,9beta)-4alpha-demethyl-4alpha-carboxy-9,19-cyclolanost-24-en-3-ol"
9128,"5alpha-cholesta-7,24-dien-3-one"
9129,31-norcycloartenol
9130,31-norcycloartenone
9131,[molybdopterin synthase sulfurtransferase]-L-cysteine
9132,[molybdopterin synthase sulfurtransferase]-S-sulfanyl-L-cysteine
9133,"(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate"
9134,carboxy-adenylated [small subunit of molybdopterin synthase]
9135,thiocarboxylated [small subunit of molybdopterin synthase]
9136,small subunit of molybdopterin synthase
9137,isofucosterol
9138,chalinasterol
9139,24-epi-campesterol
9140,(24Z)-24-ethylidenelophenol
9141,"(24Z)-4alpha-carboxy-stigmasta-7,24(241)-dien-3beta-ol"
9142,"4alpha-carboxy-ergosta-7,24(241)-dien-3beta-ol"
9143,24-methylidenelophenol
9144,"4alpha-methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol"
9145,obtusifoliol
9146,"4alpha-carboxy-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(241)-en-3beta-ol"
9147,24-methylenecycloartanol
9148,avenasterol
9149,avenastenone
9150,episterone
9151,cycloeucalenone
9152,cycloeucalenol
9153,brassicasterol
9154,stigmasterol
9155,crinosterol
9156,5-dehydroavenasterol
9157,4alpha-methylfecosterol
9158,CoxE-[CoxF-Cu+]
9159,CoxE-[CoxF-Cu2+]
9160,cytidylyl molybdenum cofactor (sulfo-dioxo)
9161,CoxE protein
9162,[CoxF]-bound-Cu2+
9163,[aerobic carbon monoxide dehydrogenase]-L-cysteine
9164,CoxF protein
9165,cytidylyl copper-molybdenum cofactor
9166,D myo-inositol penta kis phosphate
9167,CuII-phytate
9168,Cu2+
9169,"3alpha,7alpha,12alpha-trihydroxy-24-oxo-5-beta-cholestanoyl CoA"
9170,"3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoyl CoA"
9171,"(24R,25R)-3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl CoA"
9172,"(24E)-3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA"
9173,"(25S)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA"
9174,"(25R)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA"
9175,"(25R)-3alpha,7alpha-dihydroxy-5-beta-cholestanate"
9176,"(25R)-3alpha,7alpha-dihydroxy-5beta-cholestan-26-al"
9177,"(25R)-5beta-cholestane-3alpha,7alpha,26-triol"
9178,7alpha-hydroxycholest-4-en-3-one
9179,7alpha-hydroxy-5beta-cholestan-3-one
9180,"(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl CoA"
9181,"(24E)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA"
9182,"(25S)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA"
9183,"(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA"
9184,"(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate"
9185,"(25R)-5beta-cholestane-3alpha,7alpha,12alpha,26-tetraol"
9186,"(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al"
9187,"5beta-cholestane-3alpha,7alpha,12alpha-triol"
9188,"7alpha,12alpha-dihydroxy-5beta-cholestan-3-one"
9189,"7alpha,12alpha-dihydroxycholest-4-en-3-one"
9190,7alpha-hydroxycholesterol
9191,tungstate
9192,WO2-molybdopterin cofactor
9193,"4alpha,14alpha-dimethyl-porifersta-8,25(27)-dienol"
9194,"porifersta-8,25(27)-dienol"
9195,7-dehydroporiferasterol
9196,"porifersta-5,7-dienol"
9197,22-dihydrochondrillasterol
9198,"porifersta-7,25(27)-dienol"
9199,aldehydo-D-ribose 5-phosphate
9200,4-phosphooxy-L-threonine
9201,3-amino-1-hydroxyacetone 1-phosphate
9202,(3R)-3-hydroxy-2-oxo-4 phosphooxybutanoate
9203,pyridoxamine 5'-phosphate
9204,allopregnanolone
9205,5alpha-dihydroprogesterone
9206,parkeol
9207,"L-sorbosone 1,4-lactone"
9208,clionasterol
9209,fucosterol
9210,5-dehydroisoavenasterol
9211,isoavenasterol
9212,isoavenastenone
9213,"(24E)-4alpha-carboxy-stigmasta-7,24(241)-dien-3beta-ol"
9214,(24E)-24-ethylidenelophenol
9215,"L-gulono-1,4-lactone"
9216,gitoxigenin
9217,"3beta,14beta,21-trihydroxy-5beta-pregnane-20-one"
9218,"3beta,14beta-dihydroxy-5beta-pregnane-20-one-21-O-malonylhemiester"
9219,"(20,21)-dihydro-20-hydroxydigitoxigenin"
9220,"5beta-pregnane-3beta,14beta-diol-20-one"
9221,3beta-hydroxy-5beta-pregnane-20-one
9222,"5beta-pregnan-3,20 dione"
9223,3beta-hydroxy-5alpha-pregnane-20-one
9224,"L-xylo-hex-3-ulono-1,4-lactone"
9225,4alpha-methyl-5alpha-cholest-7-en-3beta-ol
9226,4alpha-carboxy-5alpha-cholest-7-en-3beta-ol
9227,"4alpha,14alpha-dimethyl-cholesta-8-enol"
9228,"4alpha-methyl-cholesta-8,14-dienol"
9229,cycloartanol
9230,"(3beta,9beta)-4alpha-demethyl-4alpha-carboxy-9,19-cyclolanost-3-ol"
9231,lathosterol
9232,lathosterone
9233,31-norcycloartanol
9234,31-norcycloartanone
9235,mannosylfructose-phosphate
9236,mannosylfructose
9237,L-galactopyranose
9238,"L-galactono-1,4-lactone"
9239,lychnose
9240,mediose
9241,stellariose
9242,alpha-isomaltosyl-(1->3)-alpha-isomaltosyl-(1->4)-maltotriose
9243,alpha-isomaltosyl-(1->4)-maltotriose
9244,isolychnose
9245,GDP-beta-L-gulose
9246,beta-L-gulose 1-phosphate
9247,L-gulopyranose
9248,dietary all-trans-retinyl ester
9249,glutathione-S-conjugate
9250,L-cysteine-S-conjugate
9251,(L-cysteinylglycine)-S-conjugate
9252,mercapturate
9253,HX
9254,RX
9255,all-trans retinal-[cellular-retinol-binding-protein]
9256,all-trans-retinoate
9257,[Glu-Cys]n-Gly
9258,[Glu-Cys](n+1)-Gly
9259,dialurate
9260,N-malonyl-L-cysteine-S-conjugate
9261,[gamma-glutamyl-L-cysteine]-S-conjugate
9262,lycopaoctaene
9263,"(2E6E,10E,14E,18E,22E)-lycopahexaene"
9264,"(2E,6E,10E,14E,18E)-lycopapentaene"
9265,"(2E,10E,14E,18E)-lycopatetraene"
9266,"(2E,14E,18E)-lycopatriene"
9267,"(14E,18E)-lycopadiene"
9268,"3-[(3Z,6Z,9Z,12Z)-pentadeca-3,6,9,12-tetraen-1-yl]-4-[(2Z,5Z,8Z,11Z)-tetradeca-2,5,8,11-tetraen-1-yl]oxetan-2-one"
9269,"hentriaconta-3,6,9,12,15,19,22,25,28-nonaene"
9270,"(6Z,9Z,12Z,15Z)-3-hydroxy-2-[(2Z,5Z,8Z,11Z)-tetradeca-2,5,8,11-tetraen-1-yl]octadeca-6,9,12,15-tetraenoate"
9271,"(6Z,9Z,12Z,15Z)-3-oxo-2-[(2Z,5Z,8Z,11Z)-tetradeca-2,5,8,11-tetraen-1-yl]octadeca-6,9,12,15-tetraenoate"
9272,"hexadeca-4,7,10,13-tetraene-1-oyl-CoA"
9273,4-chlorobenzoyl-coA
9274,4-chlorobenzoate
9275,2-chlorobenzoate
9276,"3,4-dichlorobenzoate"
9277,"3,4-dichlorobenzoate-cis-4,5-diol"
9278,octadecanal
9279,heptadecane
9280,trans-aconitate
9281,2-chloro-2-(2-chloro-5-oxofuran-2-yl)acetate
9282,5-chloro-trans-dienelactone
9283,5-chloromaleylacetate
9284,"2,3-dichloro-cis,cis-muconate"
9285,homoglutathione
9286,gamma-Glu-Cys-gamma-Glu-Cys-beta-Ala
9287,[Glu(-Cys)](n+1)-beta-Ala
9288,[Glu(-Cys)]n-beta-Ala
9289,"2,4-dichloro-2,5-dihydro-5-oxofuran-2-acetate"
9290,2-chloro-cis-dienelactone
9291,"2,4-dichloro-cis,cis-muconate"
9292,(glutathion-S-yl)-4-hydroxy-2-nonenal
9293,4-hydroxy-2-nonenal
9294,S-(4-hydroxy-nonenal-3-yl)-L-cysteine
9295,4-hydroxy-2-nonenal-N-acetyl-L-cysteine
9296,S-(4-hydroxy-nonenal-3-yl)-L-cysteinylglycine
9297,3-(4-hydroxyphenyl)-3-oxo-propanoyl-CoA
9298,3S-(4-hydroxyphenyl)-3-hydroxy-propanoyl-CoA
9299,"2,5-dichloro-3-oxoadipate"
9300,"2,5-dichloro-trans-dienelactone"
9301,"2-chloro-2-(2,4-dichloro-5-oxofuran-2-yl)acetate"
9302,"2,5-dichloromaleylacetate"
9303,"2,3,5-trichloro-cis,cis-muconate"
9304,cyanate
9305,"mono-trans,octacis-decaprenyl diphosphate"
9306,"(2Z,6E)-farnesyl diphosphate"
9307,"4,5-dichloro-1H-pyrrole-2-carbonyl-[PltL prolyl-carrier protein]"
9308,"7-(4,5-dichloro-1H-pyrrol-2-yl)-3-hydroxy-5,7-dioxoheptanoyl-[PltL prolyl-carrier protein]"
9309,5-chloro-1H-pyrrole-2-carbonyl-[PltL prolyl-carrier protein]
9310,1H-pyrrole-2-carbonyl-[PltL prolyl-carrier protein]
9311,(L-prolyl)adenylate
9312,holo-[PltL prolyl-carrier protein]
9313,L-prolyl-[PltL prolyl-carrier protein]
9314,pyoluteorin
9315,"S-(2E,6E)-farnesyl-L-cysteine"
9316,pyrrolomycin A
9317,pyrrolomycin B
9318,"4,6-dichloro-2-methylphenol"
9319,pyrrolomycin G
9320,pyrrolomycin J
9321,pyrrolomycin D
9322,pyrrolomycin C
9323,pyrrolomycin H
9324,dioxapyrrolomycin
9325,"2-(4,5-dichloro-1H-pyrrole-2-carbonyl)phenol"
9326,"7-(4,5-dichloro-1H-pyrrol-2-yl)-3,5-dihydroxy-7-oxoheptanoyl-[PltL prolyl-carrier protein]"
9327,1H-pyrrole-2-carbonyl-[peptidyl-carrier protein]
9328,"4,5-dichloro-1H-pyrrole-2-carbonyl-[peptidyl-carrier protein]"
9329,"2,4-dibromophenol"
9330,"2,4,6-tribromophenol"
9331,3-bromo-4-hydroxybenzoate
9332,furfural
9333,2-(dihydroxymethyl)furan
9334,(2Z)-2-hydroxypent-2-enedioyl-CoA
9335,5-oxo-2-furoyl-CoA
9336,"2,3,5,7-tetrabromobenzofuro[3,2-b]pyrrole"
9337,pentabromopseudilin
9338,"2,6-dibromo-4-(2,4,6-tribromophenoxy)phenol"
9339,"4',4,6-tribromo-2,2-biphenol"
9340,"2-bromo-4-(2,4-dibromophenoxy)phenol"
9341,"2,3,4-tribromo-1H-pyrrole"
9342,"hexabromo-2,2'-bipyrrole"
9343,"3,3',5,5'-tetrabromo-2,2'-biphenyldiol"
9344,"2,6-dibromo-4-(2,4-dibromophenoxy)phenol"
9345,"2,4-dibromo-6-(2,4-dibromophenoxy)phenol"
9346,"6,6'-oxybis(2,4-dibromophenol)"
9347,"3,5-dibromocatechol"
9348,"2,4-dibromo-6-(2,4-dibromo-6-hydroxyphenoxy)phenol"
9349,spongiadioxin C
9350,"3-bromo-4,5-dihydroxybenzoate"
9351,mycothiol-bimane conjugate
9352,monobromobimane
9353,bimane N-acetyl-L-cysteinyl conjugate
9354,"3,4,5-tribromo-1H-pyrrole-2-carbonyl-[Bmp1 prolyl-carrier protein]"
9355,"4,5-dibromo-1H-pyrrole-2-carbonyl-[Bmp1 prolyl-carrier protein]"
9356,5-bromo-1H-pyrrole-2-carbonyl-[Bmp1 prolyl-carrier protein]
9357,1H-pyrrole-2-carbonyl-[Bmp1 prolyl-carrier protein]
9358,tribromopyrrole-2-carboxylate
9359,holo-[Bmp1 prolyl-carrier protein]
9360,L-prolyl-[Bmp1 prolyl-carrier protein]
9361,"5-bromo-3-(3,5-dibromo-2-hydroxyphenoxy)benzene-1,2-diol"
9362,"5-bromo-3-(2,4-dibromo-6-hydroxyphenoxy)benzene-1,2-diol"
9363,"3-bromo-5-(2,4-dibromo-6-hydroxyphenoxy)benzene-1,2-diol"
9364,"3-bromo-5-(3,5-dibromo-2-hydroxyphenoxy)benzene-1,2-diol"
9365,(S)-malyl N-acetyl-alpha-D-glucosaminide
9366,(S)-malyl alpha-D-glucosaminide
9367,bacillithiol
9368,glutathione amide disulfide
9369,glutathione amide
9370,glutathione amide perthiol
9371,[pABA synthase]-L-tyrosine
9372,[pABA synthase]-glycine
9373,mycothione
9374,shikimate 3-phosphate
9375,5-enolpyruvoyl-shikimate 3-phosphate
9376,phosphorylcholine-glycoconjugate
9377,1-O-(2-acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol 3-phosphate
9378,deacetylmycothiol
9379,1-(2-acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol
9380,6-deoxy-5-ketofructose 1-phosphate
9381,hydroxypyruvaldehyde phosphate
9382,"2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate"
9383,3-deoxy-D-arabino-heptulosonate 7-phosphate
9384,L-lactyl-2-diphospho-5'-guanosine
9385,2-phospho-L-lactate
9386,oxidized factor 420-0
9387,"7,8-didemethyl-8-hydroxy-5-deazariboflavin"
9388,"5-amino-5-(4-hydroxybenzyl)-6-(D-ribitylimino)-5,6-dihydrouracil"
9389,3-hydroxy-3-phenylpropanoate
9390,oxidized factor 420-1
9391,oxidized factor 420-2
9392,dehydro factor 420-0
9393,enolpyruvoyl-2-diphospho-5'-guanosine
9394,isochorismoyl-L-glutamate
9395,N-pyruvoyl-L-glutamate
9396,oxidized 3PG-factor 420-0
9397,3-(D-glyceryl)-diphospho-5'-guanosine
9398,menaquinol-7
9399,demethylmenaquinol-7
9400,menaquinol-4
9401,demethylmenaquinol-4
9402,"(1Z,3Z)-4-hydroxybuta-1,3-diene-1,2,4-tricarboxylate"
9403,"4-carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate"
9404,demethylmenaquinol-10
9405,menaquinol-10
9406,demethylmenaquinol-13
9407,menaquinol-13
9408,all-trans-tridecaprenyl diphosphate
9409,demethylmenaquinol-9
9410,menaquinol-12
9411,demethylmenaquinol-12
9412,all-trans-dodecaprenyl diphosphate
9413,"cyclic 2,3-bisphosphoglycerate"
9414,menaquinol-8
9415,N-acetyl-L-glutaminyl-L-glutamine
9416,N-acetyl-L-glutaminyl-L-glutamine amide
9417,menadione
9418,menadiol
9419,"bis(1L-myo-inositol) 3,1'-phosphate 1-phosphate"
9420,"bis(myo-inositol)-1,3'-phosphate"
9421,CDP-1L-myo-inositol
9422,menaquinol-6
9423,demethylmenaquinol-11
9424,menaquinol-11
9425,all-trans-undecaprenyl diphosphate
9426,reduced cytochrome cm552
9427,oxidized cytochrome cm552
9428,reduced cytochrome c554
9429,oxidized cytochrome c554
9430,ubiquinone-9
9431,rhodoquinone-9
9432,ubiquinone-10
9433,rhodoquinone-10
9434,betaine aldehyde hydrate
9435,plastoquinol-9
9436,"2-methyl-6-all-trans-nonaprenyl-1,4-benzoquinol"
9437,sym-homospermidine
9438,2-nonaprenylphenol
9439,"2-(all-trans-nonaprenyl)benzene-1,4-diol"
9440,4-hydroxy-3-nonaprenylbenzoate
9441,"1,4-dihydroxy-2-naphthoyl-CoA"
9442,4-(2'-carboxyphenyl)-4-oxobutyryl-CoA
9443,2-succinyl-5-enolpyruvoyl-6-hydroxy-3-cyclohexene-1-carboxylate
9444,"(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate"
9445,2-succinylbenzoate
9446,4-hydroxy-3-octaprenylbenzoate
9447,2-octaprenylphenol
9448,"3-(all-trans-octaprenyl)benzene-1,2-diol"
9449,2-methoxy-6-(all-trans-octaprenyl)phenol
9450,"2-methoxy-6-all trans-octaprenyl-1,4-benzoquinol"
9451,"6-methoxy-3-methyl-2-all-trans-octaprenyl-1,4-benzoquinol"
9452,3-demethylubiquinol-8
9453,ubiquinol-8
9454,3-all trans-hexaprenyl-4-hydroxy-5-methoxybenzoate
9455,2-all trans-hexaprenyl-6-methoxyphenol
9456,2-all trans-hexaprenyl-6-methoxyhydroquinone
9457,4-hydroxy-3-hexaprenylbenzoate
9458,3-demethylubiquinol-6
9459,"2-all-trans-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinol"
9460,"3-all trans-hexaprenyl-4,5-dihydroxybenzoate"
9461,N-dimethylethanolamine
9462,N-monomethylethanolamine
9463,"3-(all-trans-heptaprenyl)benzene-1,2-diol"
9464,2-heptaprenylphenol
9465,4-hydroxy-3-heptaprenylbenzoate
9466,3-demethylubiquinol-7
9467,"6-methoxy-3-methyl-2-all-trans-heptaprenyl-1,4-benzoquinol"
9468,"2-methoxy-6-all trans-heptaprenyl-1,4-benzoquinol"
9469,2-methoxy-6-(all-trans-heptaprenyl)phenol
9470,3-methoxy-4-hydroxy-5-all-trans-octaprenylbenzoate
9471,"3,4-dihydroxy-5-all-trans-octaprenylbenzoate"
9472,N1-(3-aminopropyl)agmatine
9473,"3,4-dihydroxy-5-all-trans-heptaprenylbenzoate"
9474,3-methoxy-4-hydroxy-5-all-trans-heptaprenylbenzoate
9475,carboxyspermidine
9476,2-decaprenylphenol
9477,"3-(all-trans-decaprenyl)benzene-1,2-diol"
9478,4-hydroxy-3-decaprenylbenzoate
9479,ubiquinol-10
9480,3-demethylubiquinol-10
9481,"6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol"
9482,"all trans-decaprenyl-2-methoxy-6-1,4-benzoquinol"
